case_id,component_id,area,kind,role,environment,scenario,primary_stream,priority,multitenant,external_dependency,mutable,allowed_role,iso_25010_focus,iso_29119_artifact,security_reference,source_family,local_ref,preconditions,expected_result,description,source_refs
UC-11384,DGII_RFCE_SUBMIT,dgii,service,anonymous,CERT_PROD_LIKE,regression_route_guard,regression,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=CERT_PROD_LIKE;role=anonymous;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available;previously_verified_baseline_available,Previously protected flow remains protected after code or config changes.,"Validate DGII_RFCE_SUBMIT for role=anonymous, env=CERT_PROD_LIKE, scenario=regression_route_guard using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11385,DGII_RFCE_SUBMIT,dgii,service,anonymous,CERT_PROD_LIKE,security_abuse,regression,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability,security",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=CERT_PROD_LIKE;role=anonymous;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,"Abuse is rate-limited, rejected, logged, or neutralized without compromising integrity.","Validate DGII_RFCE_SUBMIT for role=anonymous, env=CERT_PROD_LIKE, scenario=security_abuse using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11386,DGII_RFCE_SUBMIT,dgii,service,platform_admin,development,happy_path,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=development;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Access is denied or redirected without privilege escalation.,"Validate DGII_RFCE_SUBMIT for role=platform_admin, env=development, scenario=happy_path using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11387,DGII_RFCE_SUBMIT,dgii,service,platform_admin,development,missing_required,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=development;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Validation error is returned without corrupting persisted state.,"Validate DGII_RFCE_SUBMIT for role=platform_admin, env=development, scenario=missing_required using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11388,DGII_RFCE_SUBMIT,dgii,service,platform_admin,development,invalid_format,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=development;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Input is rejected with explicit validation feedback and no unsafe fallback.,"Validate DGII_RFCE_SUBMIT for role=platform_admin, env=development, scenario=invalid_format using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11389,DGII_RFCE_SUBMIT,dgii,service,platform_admin,development,boundary_min,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=development;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Minimum valid payload or state is processed consistently with documented defaults.,"Validate DGII_RFCE_SUBMIT for role=platform_admin, env=development, scenario=boundary_min using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11390,DGII_RFCE_SUBMIT,dgii,service,platform_admin,development,boundary_max,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=development;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,"Upper-bound payload is handled without truncation, timeout, or silent data loss.","Validate DGII_RFCE_SUBMIT for role=platform_admin, env=development, scenario=boundary_max using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11391,DGII_RFCE_SUBMIT,dgii,service,platform_admin,development,unauthorized,regression,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability,security",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=development;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Unauthorized access is blocked with 401/403/redirect and no data disclosure.,"Validate DGII_RFCE_SUBMIT for role=platform_admin, env=development, scenario=unauthorized using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11392,DGII_RFCE_SUBMIT,dgii,service,platform_admin,development,cross_tenant,regression,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability,security",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=development;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available;baseline_record_exists,Cross-tenant access is denied or sanitized; no foreign tenant data is leaked.,"Validate DGII_RFCE_SUBMIT for role=platform_admin, env=development, scenario=cross_tenant using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11393,DGII_RFCE_SUBMIT,dgii,service,platform_admin,development,duplicate_request,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=development;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available;baseline_record_exists,Duplicate request is idempotent or rejected deterministically without double effects.,"Validate DGII_RFCE_SUBMIT for role=platform_admin, env=development, scenario=duplicate_request using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11394,DGII_RFCE_SUBMIT,dgii,service,platform_admin,development,external_timeout,functional,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=development;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,"Timeout triggers retry, fallback, warning, or degraded response without inconsistent state.","Validate DGII_RFCE_SUBMIT for role=platform_admin, env=development, scenario=external_timeout using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11395,DGII_RFCE_SUBMIT,dgii,service,platform_admin,development,regression_route_guard,regression,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=development;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available;previously_verified_baseline_available,Previously protected flow remains protected after code or config changes.,"Validate DGII_RFCE_SUBMIT for role=platform_admin, env=development, scenario=regression_route_guard using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11396,DGII_RFCE_SUBMIT,dgii,service,platform_admin,development,security_abuse,regression,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability,security",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=development;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,"Abuse is rate-limited, rejected, logged, or neutralized without compromising integrity.","Validate DGII_RFCE_SUBMIT for role=platform_admin, env=development, scenario=security_abuse using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11397,DGII_RFCE_SUBMIT,dgii,service,platform_admin,PRECERT,happy_path,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=PRECERT;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Access is denied or redirected without privilege escalation.,"Validate DGII_RFCE_SUBMIT for role=platform_admin, env=PRECERT, scenario=happy_path using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11398,DGII_RFCE_SUBMIT,dgii,service,platform_admin,PRECERT,missing_required,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=PRECERT;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Validation error is returned without corrupting persisted state.,"Validate DGII_RFCE_SUBMIT for role=platform_admin, env=PRECERT, scenario=missing_required using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11399,DGII_RFCE_SUBMIT,dgii,service,platform_admin,PRECERT,invalid_format,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=PRECERT;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Input is rejected with explicit validation feedback and no unsafe fallback.,"Validate DGII_RFCE_SUBMIT for role=platform_admin, env=PRECERT, scenario=invalid_format using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11400,DGII_RFCE_SUBMIT,dgii,service,platform_admin,PRECERT,boundary_min,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=PRECERT;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Minimum valid payload or state is processed consistently with documented defaults.,"Validate DGII_RFCE_SUBMIT for role=platform_admin, env=PRECERT, scenario=boundary_min using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11401,DGII_RFCE_SUBMIT,dgii,service,platform_admin,PRECERT,boundary_max,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=PRECERT;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,"Upper-bound payload is handled without truncation, timeout, or silent data loss.","Validate DGII_RFCE_SUBMIT for role=platform_admin, env=PRECERT, scenario=boundary_max using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11402,DGII_RFCE_SUBMIT,dgii,service,platform_admin,PRECERT,unauthorized,regression,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability,security",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=PRECERT;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Unauthorized access is blocked with 401/403/redirect and no data disclosure.,"Validate DGII_RFCE_SUBMIT for role=platform_admin, env=PRECERT, scenario=unauthorized using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11403,DGII_RFCE_SUBMIT,dgii,service,platform_admin,PRECERT,cross_tenant,regression,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability,security",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=PRECERT;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available;baseline_record_exists,Cross-tenant access is denied or sanitized; no foreign tenant data is leaked.,"Validate DGII_RFCE_SUBMIT for role=platform_admin, env=PRECERT, scenario=cross_tenant using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11404,DGII_RFCE_SUBMIT,dgii,service,platform_admin,PRECERT,duplicate_request,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=PRECERT;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available;baseline_record_exists,Duplicate request is idempotent or rejected deterministically without double effects.,"Validate DGII_RFCE_SUBMIT for role=platform_admin, env=PRECERT, scenario=duplicate_request using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11405,DGII_RFCE_SUBMIT,dgii,service,platform_admin,PRECERT,external_timeout,functional,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=PRECERT;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,"Timeout triggers retry, fallback, warning, or degraded response without inconsistent state.","Validate DGII_RFCE_SUBMIT for role=platform_admin, env=PRECERT, scenario=external_timeout using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11406,DGII_RFCE_SUBMIT,dgii,service,platform_admin,PRECERT,regression_route_guard,regression,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=PRECERT;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available;previously_verified_baseline_available,Previously protected flow remains protected after code or config changes.,"Validate DGII_RFCE_SUBMIT for role=platform_admin, env=PRECERT, scenario=regression_route_guard using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11407,DGII_RFCE_SUBMIT,dgii,service,platform_admin,PRECERT,security_abuse,regression,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability,security",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=PRECERT;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,"Abuse is rate-limited, rejected, logged, or neutralized without compromising integrity.","Validate DGII_RFCE_SUBMIT for role=platform_admin, env=PRECERT, scenario=security_abuse using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11408,DGII_RFCE_SUBMIT,dgii,service,platform_admin,CERT_PROD_LIKE,happy_path,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=CERT_PROD_LIKE;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Access is denied or redirected without privilege escalation.,"Validate DGII_RFCE_SUBMIT for role=platform_admin, env=CERT_PROD_LIKE, scenario=happy_path using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11409,DGII_RFCE_SUBMIT,dgii,service,platform_admin,CERT_PROD_LIKE,missing_required,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=CERT_PROD_LIKE;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Validation error is returned without corrupting persisted state.,"Validate DGII_RFCE_SUBMIT for role=platform_admin, env=CERT_PROD_LIKE, scenario=missing_required using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11410,DGII_RFCE_SUBMIT,dgii,service,platform_admin,CERT_PROD_LIKE,invalid_format,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=CERT_PROD_LIKE;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Input is rejected with explicit validation feedback and no unsafe fallback.,"Validate DGII_RFCE_SUBMIT for role=platform_admin, env=CERT_PROD_LIKE, scenario=invalid_format using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11411,DGII_RFCE_SUBMIT,dgii,service,platform_admin,CERT_PROD_LIKE,boundary_min,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=CERT_PROD_LIKE;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Minimum valid payload or state is processed consistently with documented defaults.,"Validate DGII_RFCE_SUBMIT for role=platform_admin, env=CERT_PROD_LIKE, scenario=boundary_min using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11412,DGII_RFCE_SUBMIT,dgii,service,platform_admin,CERT_PROD_LIKE,boundary_max,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=CERT_PROD_LIKE;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,"Upper-bound payload is handled without truncation, timeout, or silent data loss.","Validate DGII_RFCE_SUBMIT for role=platform_admin, env=CERT_PROD_LIKE, scenario=boundary_max using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11413,DGII_RFCE_SUBMIT,dgii,service,platform_admin,CERT_PROD_LIKE,unauthorized,regression,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability,security",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=CERT_PROD_LIKE;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,Unauthorized access is blocked with 401/403/redirect and no data disclosure.,"Validate DGII_RFCE_SUBMIT for role=platform_admin, env=CERT_PROD_LIKE, scenario=unauthorized using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11414,DGII_RFCE_SUBMIT,dgii,service,platform_admin,CERT_PROD_LIKE,cross_tenant,regression,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability,security",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=CERT_PROD_LIKE;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available;baseline_record_exists,Cross-tenant access is denied or sanitized; no foreign tenant data is leaked.,"Validate DGII_RFCE_SUBMIT for role=platform_admin, env=CERT_PROD_LIKE, scenario=cross_tenant using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11415,DGII_RFCE_SUBMIT,dgii,service,platform_admin,CERT_PROD_LIKE,duplicate_request,unit,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=CERT_PROD_LIKE;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available;baseline_record_exists,Duplicate request is idempotent or rejected deterministically without double effects.,"Validate DGII_RFCE_SUBMIT for role=platform_admin, env=CERT_PROD_LIKE, scenario=duplicate_request using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11416,DGII_RFCE_SUBMIT,dgii,service,platform_admin,CERT_PROD_LIKE,external_timeout,functional,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=CERT_PROD_LIKE;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,"Timeout triggers retry, fallback, warning, or degraded response without inconsistent state.","Validate DGII_RFCE_SUBMIT for role=platform_admin, env=CERT_PROD_LIKE, scenario=external_timeout using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11417,DGII_RFCE_SUBMIT,dgii,service,platform_admin,CERT_PROD_LIKE,regression_route_guard,regression,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=CERT_PROD_LIKE;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available;previously_verified_baseline_available,Previously protected flow remains protected after code or config changes.,"Validate DGII_RFCE_SUBMIT for role=platform_admin, env=CERT_PROD_LIKE, scenario=regression_route_guard using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-11418,DGII_RFCE_SUBMIT,dgii,service,platform_admin,CERT_PROD_LIKE,security_abuse,regression,critical,yes,yes,yes,no,"functional_suitability,maintainability,reliability,security",test_case_specification,OWASP ASVS,dgii_ecf_docs,app/dgii/client.py,environment=CERT_PROD_LIKE;role=platform_admin;component=DGII_RFCE_SUBMIT;external_dependency_stub_or_controlled_fixture;tenant_context_available,"Abuse is rate-limited, rejected, logged, or neutralized without compromising integrity.","Validate DGII_RFCE_SUBMIT for role=platform_admin, env=CERT_PROD_LIKE, scenario=security_abuse using auditable expectations.",app/dgii/client.py | https://dgii.gov.do/cicloContribuyente/facturacion/comprobantesFiscalesElectronicosE-CF/Paginas/documentacionSobreE-CF.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
